repeat,systimer,starId,starName,scaledPosXpx,scaledPosYpx,scaledPosZpx,posXpx,posXkm,posYpx,posYkm,posZpx,posZkm,velXpx,velXm,velYpx,velYm,velZpx,velZm,accelXpx,accelXm,accelYpx,accelYm,accelZpx,accelZm,momentumX,momentumY,momentumZ,orbitalAngularMomentumX,orbitalAngularMomentumY,orbitalAngularMomentumZ,spinAngularMomentumX,spinAngularMomentumY,spinAngularMomentumZ
4,0.040000,5,Mars,91.373108,2.951334,-0.033374,91.373108,91.373094,2.951334,2.951334,-0.033374,-0.033374,-0.000306,-8.822237,-0.000010,-0.284976,-0.834338,-24076.998399,-0.007643,-0.002553,-0.000247,-0.000082,0.000003,0.000001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
4,0.040000,6,Phobos,94.417999,4.453944,-3.491745,91.375450,91.375464,2.952490,2.952495,-0.036034,-0.036038,-0.047957,-1375.150273,-0.023483,-669.786077,-0.886121,-25580.501576,-0.940030,-0.312183,-0.460366,-0.151801,1.059003,0.348105,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
4,0.040000,7,Deimos,101.995514,8.503054,-2.451766,91.381279,91.381272,2.955605,2.955605,-0.035234,-0.035234,-0.008512,-245.524229,-0.004297,-123.906054,-0.880229,-25401.343425,-0.210210,-0.070137,-0.106118,-0.035379,0.046122,0.015375,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
4,0.040000,8,Ceres,163.317734,30.546377,-0.024818,163.317734,163.317720,30.546377,30.546377,-0.024818,-0.024818,-0.000091,-2.624024,-0.000017,-0.491873,-0.620460,-17904.999800,-0.002273,-0.000759,-0.000426,-0.000142,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
4,0.040000,9,Jupiter,312.184357,7.100807,-0.018117,312.184357,312.184341,7.100807,7.100807,-0.018117,-0.018117,-0.000026,-0.756176,-0.000001,-0.017186,-0.452913,-13069.999978,-0.000655,-0.000219,-0.000015,-0.000005,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
4,0.040000,10,Saturn,574.412659,24.928730,-0.013418,574.412659,574.412610,24.928730,24.928729,-0.013418,-0.013418,-0.000008,-0.223995,-0.000000,-0.009747,-0.335440,-9679.999997,-0.000194,-0.000065,-0.000008,-0.000003,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
4,0.040000,11,Uranus,1153.002075,15.556551,-0.009426,1153.002075,1153.002049,15.556551,15.556550,-0.009426,-0.009426,-0.000002,-0.055639,-0.000000,-0.000748,-0.235640,-6800.000000,-0.000048,-0.000016,-0.000001,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
4,0.040000,12,Neptune,1803.979004,55.683830,-0.007527,1803.979004,1803.979070,55.683830,55.683829,-0.007527,-0.007527,-0.000001,-0.022693,-0.000000,-0.000701,-0.188165,-5430.000000,-0.000020,-0.000007,-0.000001,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
4,0.040000,13,Pluto,2263.449463,698.923584,-0.006574,2263.449463,2263.449525,698.923584,698.923585,-0.006574,-0.006574,-0.000000,-0.012589,-0.000000,-0.003893,-0.164359,-4743.000000,-0.000011,-0.000004,-0.000003,-0.000001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
5,0.050000,0,Sun,0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,-0.000000,0.000000,0.001216,0.000000,0.000035,-0.000000,-0.000000,0.000001,0.000000,0.000000,0.000000,-0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
5,0.050000,1,Mercury,23.052366,2.832517,-0.082061,23.052366,23.052366,2.832517,2.832517,-0.082061,-0.082061,-0.005880,-169.692418,-0.000723,-20.850878,-1.641220,-47361.697963,-0.117606,-0.039280,-0.014451,-0.004827,0.000419,0.000140,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
5,0.050000,2,Venus,43.323376,2.569330,-0.060677,43.323376,43.323373,2.569330,2.569330,-0.060677,-0.060677,-0.001694,-48.878030,-0.000100,-2.899013,-1.213543,-35019.965770,-0.033875,-0.011314,-0.002009,-0.000671,0.000047,0.000016,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
5,0.050000,3,Earth,60.000019,0.000000,-0.051598,60.000019,60.000018,0.000000,0.000000,-0.051598,-0.051598,-0.000883,-25.475701,0.000000,0.013011,-1.031963,-29779.989807,-0.017656,-0.005897,0.000009,0.000003,0.000014,0.000005,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
